datetime,Tout
2018-04-03 22:05:37,13.5
2018-04-03 22:12:17,12.5
2018-04-03 22:21:17,11.5
2018-04-04 01:04:36,10.5
2018-04-04 02:17:51,11.5
2018-04-04 02:42:01,12.5
2018-04-04 03:03:56,11.5
2018-04-04 03:36:26,12.5
2018-04-04 04:01:46,11.5
2018-04-04 04:40:36,12.5
2018-04-04 05:15:56,13.5
2018-04-04 05:19:21,14.5
2018-04-04 05:27:06,13.5
2018-04-04 05:33:11,12.5
2018-04-04 07:36:15,13.5
2018-04-04 07:47:50,14.5
2018-04-04 07:53:25,15.5
2018-04-04 08:02:25,16.5
2018-04-04 08:28:15,15.5
2018-04-04 08:34:15,14.5
2018-04-04 08:40:35,15.5
2018-04-04 08:55:10,16.5
2018-04-04 09:00:05,15.5
2018-04-04 09:15:05,14.5
2018-04-04 09:28:05,13.5
2018-04-04 10:09:35,14.5
2018-04-04 11:09:35,13.5
2018-04-04 11:24:55,14.5
2018-04-04 12:22:59,15.5
2018-04-04 14:02:14,16.5
2018-04-04 15:35:54,15.5
2018-04-04 16:23:19,14.5
2018-04-04 17:16:49,13.399999618530273
2018-04-04 17:49:39,12.399999618530273
2018-04-04 18:12:19,11.399999618530273
2018-04-04 18:47:08,12.399999618530273
2018-04-04 18:56:43,13.399999618530273
2018-04-04 19:27:03,14.399999618530273
2018-04-04 20:02:28,13.399999618530273
2018-04-04 21:39:03,12.399999618530273
2018-04-04 22:06:28,11.399999618530273
2018-04-04 22:27:13,10.399999618530273
2018-04-04 23:04:48,11.399999618530273
2018-04-04 23:14:33,10.399999618530273
2018-04-04 23:33:13,9.390000343322754
2018-04-04 23:42:38,10.399999618530273
2018-04-05 01:10:22,11.399999618530273
2018-04-05 01:27:12,10.399999618530273
2018-04-05 02:22:07,9.390000343322754
2018-04-05 02:29:07,10.399999618530273
2018-04-05 02:45:32,9.390000343322754
2018-04-05 02:54:32,10.399999618530273
2018-04-05 03:09:12,9.390000343322754
2018-04-05 04:23:52,10.399999618530273
2018-04-05 04:38:57,9.390000343322754
2018-04-05 04:49:32,10.399999618530273
2018-04-05 05:02:22,9.390000343322754
2018-04-05 05:25:02,10.399999618530273
2018-04-05 05:35:47,9.390000343322754
2018-04-05 06:10:57,10.399999618530273
2018-04-05 06:40:37,11.399999618530273
2018-04-05 06:47:02,12.399999618530273
2018-04-05 07:28:07,13.399999618530273
2018-04-05 07:43:01,12.399999618530273
2018-04-05 08:14:51,13.399999618530273
2018-04-05 08:40:21,14.399999618530273
2018-04-05 09:19:21,15.399999618530273
2018-04-05 10:16:36,14.399999618530273
2018-04-05 10:28:56,13.100000381469727
2018-04-05 10:36:21,14.100000381469727
2018-04-05 10:47:11,13.0
2018-04-05 10:59:16,11.899999618530273
2018-04-05 13:00:46,10.899999618530273
2018-04-05 13:06:41,11.899999618530273
2018-04-05 13:43:10,10.899999618530273
2018-04-05 13:50:20,11.899999618530273
2018-04-05 14:07:05,10.899999618530273
2018-04-05 14:11:20,11.899999618530273
2018-04-05 14:21:15,10.899999618530273
2018-04-05 15:23:00,9.890000343322754
2018-04-05 15:32:50,8.890000343322754
2018-04-05 17:29:50,7.800000190734863
2018-04-05 17:30:10,8.890000343322754
2018-04-05 17:46:00,7.699999809265137
2018-04-05 17:46:50,8.699999809265137
