datetime,dpos
2018-04-03 22:41:10,45.09803771972656
2018-04-04 00:30:18,0.0
2018-04-04 05:06:40,19.60784339904785
2018-04-04 05:41:43,0.0
2018-04-04 18:44:48,45.09803771972656
2018-04-04 19:09:50,19.60784339904785
2018-04-04 23:16:10,45.09803771972656
2018-04-05 01:18:19,0.0
2018-04-05 05:08:37,19.60784339904785
2018-04-05 06:31:44,45.09803771972656
2018-04-05 08:31:55,19.60784339904785
2018-04-05 08:49:56,0.0
2018-04-05 09:09:58,19.60784339904785
2018-04-05 09:45:01,45.09803771972656
2018-04-05 11:10:08,19.60784339904785
2018-04-05 15:24:29,0.0
2018-04-05 19:49:50,19.60784339904785
2018-04-06 01:09:14,0.0
2018-04-06 04:29:28,19.60784339904785
2018-04-06 05:14:31,0.0
2018-04-06 07:35:43,19.60784339904785
2018-04-06 08:02:45,45.09803771972656
2018-04-06 12:39:09,19.60784339904785
2018-04-06 13:12:12,0.0
2018-04-06 20:03:44,19.60784339904785
2018-04-06 21:57:53,45.09803771972656
2018-04-07 01:09:08,0.0
2018-04-07 04:39:24,19.60784339904785
2018-04-07 05:09:27,0.0
2018-04-07 08:42:44,19.60784339904785
2018-04-07 09:12:46,45.09803771972656
2018-04-07 09:43:49,70.19607543945312
2018-04-07 09:48:49,100.0
2018-04-07 10:03:50,70.19607543945312
2018-04-07 10:11:51,100.0
2018-04-07 10:48:54,70.19607543945312
2018-04-07 12:16:01,45.09803771972656
2018-04-07 14:07:11,70.19607543945312
2018-04-07 14:22:12,45.09803771972656
2018-04-07 14:51:14,19.60784339904785
2018-04-07 14:52:14,0.0
2018-04-07 16:59:24,19.60784339904785
2018-04-07 23:53:57,45.09803771972656
2018-04-08 00:00:57,19.60784339904785
2018-04-08 00:12:58,0.0
2018-04-08 09:32:42,19.60784339904785
2018-04-08 10:03:44,0.0
2018-04-08 11:27:51,45.09803771972656
2018-04-08 11:57:53,0.0
2018-04-08 12:20:55,19.60784339904785
2018-04-08 12:36:57,45.09803771972656
2018-04-08 15:34:11,19.60784339904785
2018-04-08 16:01:13,0.0
2018-04-09 05:05:14,19.60784339904785
2018-04-09 05:36:17,0.0
2018-04-09 07:59:29,19.60784339904785
2018-04-09 08:37:32,45.09803771972656
2018-04-09 15:03:05,19.60784339904785
2018-04-09 15:24:06,0.0
2018-04-09 18:36:21,19.60784339904785
2018-04-09 22:00:37,0.0
2018-04-10 05:09:11,19.60784339904785
2018-04-10 05:44:14,0.0
2018-04-10 07:43:24,19.60784339904785
2018-04-10 08:06:26,45.09803771972656
2018-04-10 08:19:27,70.19607543945312
2018-04-10 08:25:28,45.09803771972656
2018-04-10 09:01:31,70.19607543945312
2018-04-10 09:28:33,45.09803771972656
2018-04-10 10:14:37,70.19607543945312
2018-04-10 11:34:44,45.09803771972656
2018-04-10 14:45:59,19.60784339904785
2018-04-10 15:39:05,0.0
2018-04-10 18:41:19,19.60784339904785
2018-04-10 23:50:43,0.0
2018-04-11 05:31:11,19.60784339904785
2018-04-11 07:52:22,45.09803771972656
2018-04-11 10:18:35,70.19607543945312
2018-04-11 12:15:44,45.09803771972656
2018-04-11 12:56:48,19.60784339904785
2018-04-11 13:12:49,0.0
2018-04-11 18:50:16,19.60784339904785
2018-04-11 22:00:31,0.0
2018-04-12 05:24:07,19.60784339904785
2018-04-12 06:30:12,45.09803771972656
2018-04-12 06:47:14,70.19607543945312
2018-04-12 07:00:15,45.09803771972656
2018-04-12 08:41:24,0.0
2018-04-12 09:51:30,19.60784339904785
2018-04-12 10:09:31,45.09803771972656
2018-04-12 12:52:45,19.60784339904785
2018-04-12 13:16:47,0.0
2018-04-12 19:52:18,19.60784339904785
2018-04-13 01:03:43,0.0
2018-04-13 04:25:58,19.60784339904785
2018-04-13 06:28:08,45.09803771972656
2018-04-13 08:45:20,0.0
2018-04-13 09:43:25,19.60784339904785
2018-04-13 10:19:28,45.09803771972656
2018-04-13 12:35:40,19.60784339904785
2018-04-13 12:44:40,0.0
2018-04-13 17:04:03,19.60784339904785
