datetime,CO2
2018-04-03 22:00:55,562.8800048828125
2018-04-03 22:05:56,561.9199829101562
2018-04-03 22:10:57,576.9600219726562
2018-04-03 22:15:57,568.0
2018-04-03 22:20:58,565.760009765625
2018-04-03 22:25:59,568.0
2018-04-03 22:28:29,593.9199829101562
2018-04-03 22:33:30,590.719970703125
2018-04-03 22:38:31,594.8800048828125
2018-04-03 22:43:32,600.9600219726562
2018-04-03 22:48:33,610.8800048828125
2018-04-03 22:53:33,600.9600219726562
2018-04-03 22:58:34,592.9600219726562
2018-04-03 23:03:35,601.9199829101562
2018-04-03 23:08:36,602.8800048828125
2018-04-03 23:13:36,606.719970703125
2018-04-03 23:18:37,617.9199829101562
2018-04-03 23:23:38,619.8400268554688
2018-04-03 23:28:39,624.0
2018-04-03 23:33:39,612.7999877929688
2018-04-03 23:38:40,627.8400268554688
2018-04-03 23:43:41,626.8800048828125
2018-04-03 23:48:41,628.7999877929688
2018-04-03 23:53:42,632.0
2018-04-03 23:58:43,640.0
2018-04-04 00:03:44,651.8400268554688
2018-04-04 00:08:45,656.0
2018-04-04 00:13:46,652.7999877929688
2018-04-04 00:18:47,653.760009765625
2018-04-04 00:23:47,636.7999877929688
2018-04-04 00:28:48,644.7999877929688
2018-04-04 00:33:49,640.9600219726562
2018-04-04 00:38:50,625.9199829101562
2018-04-04 00:43:51,616.0
2018-04-04 00:48:51,601.9199829101562
2018-04-04 00:53:52,589.760009765625
2018-04-04 00:58:53,576.0
2018-04-04 01:03:54,572.7999877929688
2018-04-04 01:08:54,566.719970703125
2018-04-04 01:13:55,568.0
2018-04-04 01:23:57,555.8400268554688
2018-04-04 01:28:58,563.8400268554688
2018-04-04 01:33:58,550.719970703125
2018-04-04 01:44:00,539.8400268554688
2018-04-04 01:54:01,529.9199829101562
2018-04-04 02:04:03,525.760009765625
2018-04-04 02:09:04,522.8800048828125
2018-04-04 02:14:04,518.719970703125
2018-04-04 02:19:05,530.8800048828125
2018-04-04 02:24:06,528.9600219726562
2018-04-04 02:29:07,515.8400268554688
2018-04-04 02:34:07,524.7999877929688
2018-04-04 02:39:08,521.9199829101562
2018-04-04 02:44:09,514.8800048828125
2018-04-04 02:49:10,529.9199829101562
2018-04-04 02:54:11,522.8800048828125
2018-04-04 03:04:12,515.8400268554688
2018-04-04 03:09:13,517.760009765625
2018-04-04 03:14:14,520.0
2018-04-04 03:19:15,510.7200012207031
2018-04-04 03:24:15,517.760009765625
2018-04-04 03:29:16,501.760009765625
2018-04-04 03:34:17,508.79998779296875
2018-04-04 03:39:18,496.9599914550781
2018-04-04 03:44:18,504.9599914550781
2018-04-04 03:49:19,512.9600219726562
2018-04-04 03:54:20,514.8800048828125
2018-04-04 03:59:21,507.8399963378906
2018-04-04 04:04:21,501.760009765625
2018-04-04 04:09:22,504.9599914550781
2018-04-04 04:19:24,497.9200134277344
2018-04-04 04:24:25,501.760009765625
2018-04-04 04:29:25,507.8399963378906
2018-04-04 04:31:56,493.760009765625
2018-04-04 04:36:57,504.0
2018-04-04 04:41:58,499.8399963378906
2018-04-04 04:46:59,491.8399963378906
2018-04-04 04:52:00,489.9200134277344
2018-04-04 04:57:01,494.7200012207031
2018-04-04 05:02:01,502.7200012207031
2018-04-04 05:07:02,496.0
2018-04-04 05:12:03,505.9200134277344
2018-04-04 05:17:04,490.8800048828125
2018-04-04 05:22:05,488.0
2018-04-04 05:27:06,497.9200134277344
2018-04-04 05:32:07,485.760009765625
2018-04-04 05:37:09,478.7200012207031
2018-04-04 05:42:10,480.0
2018-04-04 05:47:11,483.8399963378906
2018-04-04 05:57:13,484.79998779296875
2018-04-04 06:02:14,480.0
2018-04-04 06:07:16,482.8800048828125
2018-04-04 06:12:17,492.79998779296875
2018-04-04 06:17:18,483.8399963378906
2018-04-04 06:22:19,489.9200134277344
2018-04-04 06:27:20,498.8800048828125
2018-04-04 06:32:22,494.7200012207031
2018-04-04 06:37:24,493.760009765625
2018-04-04 06:42:26,502.7200012207031
2018-04-04 06:47:27,505.9200134277344
2018-04-04 06:52:29,512.0
2018-04-04 06:57:31,518.719970703125
2018-04-04 07:02:32,531.8400268554688
2018-04-04 07:12:35,533.760009765625
2018-04-04 07:17:37,536.0
2018-04-04 07:22:38,554.8800048828125
2018-04-04 07:27:39,576.0
2018-04-04 07:31:25,596.7999877929688
2018-04-04 07:36:26,613.760009765625
2018-04-04 07:41:29,604.7999877929688
2018-04-04 07:46:31,619.8400268554688
2018-04-04 07:51:33,598.719970703125
2018-04-04 07:56:35,593.9199829101562
2018-04-04 08:01:36,588.7999877929688
2018-04-04 08:06:38,576.0
2018-04-04 08:11:40,560.9600219726562
2018-04-04 08:16:42,616.9600219726562
2018-04-04 08:21:44,650.8800048828125
2018-04-04 08:26:47,699.52001953125
2018-04-04 08:31:49,747.52001953125
2018-04-04 08:36:51,787.8400268554688
2018-04-04 08:39:22,814.719970703125
2018-04-04 08:44:23,889.5999755859375
2018-04-04 08:49:25,924.7999877929688
2018-04-04 08:54:27,1020.7999877929688
2018-04-04 08:55:43,1036.800048828125
2018-04-04 09:00:44,1072.0
2018-04-04 09:05:45,1120.0
2018-04-04 09:07:01,1136.6400146484375
2018-04-04 09:12:02,1184.6400146484375
2018-04-04 09:17:03,1209.5999755859375
2018-04-04 09:22:05,1220.47998046875
2018-04-04 09:27:06,1237.760009765625
2018-04-04 09:32:07,1310.719970703125
2018-04-04 09:33:22,1337.5999755859375
2018-04-04 09:38:23,1388.800048828125
2018-04-04 09:43:25,1440.0
2018-04-04 09:48:26,1365.760009765625
2018-04-04 09:50:56,1320.9599609375
2018-04-04 09:55:58,1214.719970703125
2018-04-04 09:58:29,1109.760009765625
2018-04-04 10:03:30,1065.5999755859375
2018-04-04 10:08:31,1028.47998046875
2018-04-04 10:12:17,1009.9199829101562
2018-04-04 10:16:03,875.52001953125
2018-04-04 10:21:05,864.0
2018-04-04 10:24:51,993.9199829101562
2018-04-04 10:28:37,1097.5999755859375
2018-04-04 10:33:38,1217.9200439453125
2018-04-04 10:38:39,1324.800048828125
2018-04-04 10:43:41,1408.0
2018-04-04 10:46:11,1440.0
2018-04-04 10:51:12,1544.9599609375
2018-04-04 10:56:13,1614.0799560546875
2018-04-04 10:58:44,1653.760009765625
2018-04-04 11:03:45,1726.719970703125
2018-04-04 11:05:01,1754.8800048828125
2018-04-04 11:10:02,1792.0
2018-04-04 11:15:03,1690.8800048828125
2018-04-04 11:20:04,1646.0799560546875
2018-04-04 11:25:05,1644.800048828125
2018-04-04 11:30:06,1724.1600341796875
2018-04-04 11:32:37,1756.1600341796875
2018-04-04 11:37:38,1821.43994140625
2018-04-04 11:41:24,1873.9200439453125
2018-04-04 11:46:25,1963.52001953125
2018-04-04 11:47:40,1976.3199462890625
2018-04-04 11:52:41,2056.9599609375
2018-04-04 11:55:12,2080.0
2018-04-04 12:00:13,2144.0
2018-04-04 12:03:59,2179.840087890625
2018-04-04 12:07:45,1927.6800537109375
2018-04-04 12:09:00,1713.9200439453125
2018-04-04 12:10:16,1474.56005859375
2018-04-04 12:11:31,1224.9599609375
2018-04-04 12:12:46,1040.6400146484375
2018-04-04 12:14:01,900.47998046875
2018-04-04 12:16:32,760.9600219726562
