datetime,vpos
2018-04-09 08:25:55,11.764705657958984
2018-04-09 08:27:17,9.019607543945312
2018-04-09 08:28:40,6.274509906768799
2018-04-09 08:30:02,3.529411792755127
2018-04-09 08:31:24,0.7843137383460999
2018-04-09 08:31:48,0.0
2018-04-10 07:25:11,10.196078300476074
2018-04-10 07:27:25,7.450980186462402
2018-04-10 07:28:15,4.705882549285889
2018-04-10 07:30:15,1.5686274766921997
2018-04-10 07:31:07,0.0
2018-04-10 08:01:30,3.1372549533843994
2018-04-10 08:04:01,0.0
2018-04-12 05:46:00,2.745098114013672
2018-04-12 06:10:46,5.490196228027344
2018-04-12 06:17:37,9.411765098571777
2018-04-12 06:18:50,12.549019813537598
2018-04-12 06:21:01,16.86274528503418
2018-04-12 06:23:40,19.60784339904785
2018-04-12 06:26:25,22.352941513061523
2018-04-12 06:32:32,25.098039627075195
2018-04-12 06:42:12,22.352941513061523
2018-04-12 06:46:00,19.60784339904785
2018-04-12 06:48:06,16.47058868408203
2018-04-12 06:51:41,12.549019813537598
2018-04-12 06:54:17,7.843137264251709
2018-04-12 06:56:54,5.098039150238037
2018-04-12 06:59:13,0.3921568691730499
2018-04-12 06:59:27,0.0
2018-04-13 06:00:34,2.745098114013672
2018-04-13 06:06:38,5.490196228027344
2018-04-13 06:17:36,8.235294342041016
2018-04-13 06:28:35,10.980392456054688
2018-04-13 06:52:26,8.235294342041016
2018-04-13 06:53:48,5.490196228027344
2018-04-13 06:57:18,1.1764706373214722
2018-04-13 06:58:50,0.0
